,text,label
16000,evil saltine your username does not make any sense evil saltine your name just sounds like an evil cracker. you change your name due to this... look at your userpagesaturday july pm,0
16001, notable residents past how come the article only lists living notable residents? wasnt roy boehm founder of the navy seals listed here once? congress and president obama named the murdock post office after him after his death here. i also saw in the local paper that joseph vrtel designer of the united states star flag lived in port charlotte. source for the latter port charlotte herald june weekly charlotte countys historic past sun coast media group charlotte harbor fl reprint of item in predecessor paper heraldnews june . ... ,0
16002,george noory radio talk show oct thanks.on oct at pm antigray wrotehi jackthey were talking about you and uri geller and others involved in doing mind control stuff mostly. they should repeat the show this evening in your area. they do that here every night on the local radio station replaying the show from the night before just before the new show comes on. i found the following article on a blog. the guest on cc peter lavenda was talking about some of this.artremind me who lavenda is. i may have met him in brussels and jerusalem. is he a chemical physicist?friday october the colour out of space i dreamed that i was in the grasp of a great and horrible paw a yellowhairy fiveclawed paw which had reached out of the earth to crush and engulfme. and when i stopped to reflect what the paw was it seemed to me thatit was egypt. hp lovecraftthis is only a testat on november regular television programming in southern england was interrupted by a voice claiming to be that of grahama representative of the ashtar galactic command bearing the usual space brother boilerplate of coming in peace to save us from ouselves at the dawn of a new age. it was quickly dismissed as a hoax but an extremely complicated one to execute. though the the sunday times the following december surmised it was accomplished by students using just £ worth of equipment powered by an ordinary car battery no one ever claimed responsibility and independent investigations found that the message must have cut into at least five transmitters simultaneouslyand it evaded detection by monitoring equipment which did not even register an interruption suggesting it was achieved in some way that by passed our electrical system.this was actually the second message from grahama. a month earlier he had said pointedly that we conveyed to sir john whitmore and to dr. puharich that we would interfere on your radio and television communication systems to relay when the civilisations are coming close to landing on your planet earth. it is now in motion. we wish you to know that we love you.that grahama would single out the aristocratic former racing champion whitmore and parapsychologist and mkultra researcher andrija puharich suggests this was no simple hoax both men were deeply involved with a decadeslong channelled communication with entities representing a universal hierarchy sometimes called the brotherhoods of the great white brotherhood. the entities governing our reality identified themselves the nine.another link to whitmore and puharich was british author stuart holyroyds recently published prelude to the landing on planet earth which the two had commissioned as an account of their work with the nine. in the book holroyd wrote that the nine intended to “interrupt televisionand radio transmissions during the period th to nd november.”regarding the television interruptions lynn picknett and clive prince write in the stargate conspiracy that as usual there were only two options considered either the wholething was genuine and extraterrestrials had really spoken to the southern english through their television sets or it was hoax just done for a idea that such a message could be easily contrived by for example an intelligence agency that would have the necessary technical skills has neverto our knowledge even been considered.of course there are several pages about me in that same book and i worked with puharich for a short while.this seems a bizarre oversight given the circumstantial connections to whitmore and puharichand especially the latters service in army intelligence and later as a cia contractor researching the induction of altered states of consciousness.whitmore incidentally is now also britains number one business coach training top executives from companies such as barclays lloyds pricewaterhouse coopers and rolls royce. uri gellerfor a time one of the nines channellers told picknett and prince that the cia brought puharich in to come and get me out of israel and in his essay in the thick of it physicist jack sarfatti writes that puharich was gellers case officer in america with money provided by sir john whitmore.andrija puharich and sir john whitmorethe deep space ninethe council of nine have been delivering curiously consistent messagesthrough a succession of mediums to influential patrons with names like dupont astor and bronfman since the early s and nearly always in the shadow of military intelligence. until his death in puharich made his homein that,0
16003,and dont forget the new yorks times poll of shakespeare professors ,0
16004,columbus circle traffic mar ,0
16005,what facts were made up? the only reason the obvious most common usage is second is because antiamerican filth like you whined to point that wikipedia decided to join you in fantasy land.... ,0
16006,i think im too closely involved in the editing to be part of suggesting a community ban for ce unless ive misunderstood the rules. things would be easier and better with ce gone or at least absent from gw,0
16007, unsigned comment by ...its not clear what you mean. who uses this term? for what purpose? can you provide some citations for where this usage occurs? your use of the terms interpretive and generative are confusing in this context because they are already used in the article to mean something quite different from what you apparently mean this article explicitly states that generative semantics is generative not interpretative exactly the opposite of what youre saying. can you restate your position using different nonjargon terminology?also your formatting of the talk page was broken. you should spend some time learning proper wikipedia markup before you start editing pages.finally please sign your talk page comments with four tildes. ,0
16008,been almost months no more feedback about the largest redwood. if nobody else replies soon may make the change in the next couple of weeks. will wait a few more days for feedback.,0
16009,no way do not merge this articleindividual articles like this are one of the main attraction of wikipedia this article is well written and mashing everything in to one article togheter is counter productive. give prof. quirrel a mention in different article naturally and link his name to this article for good measure or then of course why not merge everything into one mega article called infinity?,0
