,text,label
12000,what a dynamic leader whom we should have in india. he is cool and answers to all type of questions. rahul you r future of india. throw modi out for ever. strengthen india and combine north with south and connect rivers?,1
12001,dear please withdraw the congress candidate from varanasi let this be one on one fight between the re xe x xa ,1
12002,userjinxmchuei see you reverted his page. i verified through an offwiki private message that the ip editor who changed his page was him so that was how he wanted it. ,0
12003,justin senior bjp leader arun jaitley passed away in delhi today he was jaitley served as the finance minister in narendra modis first government he opted out of the cabinet in due to ill health arunjaitleypassesaway arunjaitley bjpindia narendramodi ,1
12004,im sure there must be some confusion in the related arrest article it says he had ...a sex toy in his boot. however the wikipedia entry has interpreted this as ... and also had sex toys in his shoes. im sure the boot was a car boot,0
12005,i cant believe i am reading this arniep do you have an idea which direction you are coming from. you say the revenue from which goes to ensure the conservation of that work and many others how many sites do you imagine displaying the mona lisa are contributing to the louvre its upkeep and restoration of its collection. these works are public domain by virtue of their age. there is no copyright. which is why so many sites are reproducing them in the first place ,0
12006,modi says he is of the lowest caste opposition is only asking which one is it? it is modi who is bringing caste in xe x xa ,1
12007,reconsidering st paragraph edit?i dont understand the reasons for s recent edit of this article not that im sure that the data are necessarily wrong. rather im persuaded that the strategy of introducing academic honors in the first paragraph is an unhelpful approach to this specific subject. i note that articles about other sitting justices have been similarly enhanced and i also believe those changes are no improvement. in support of my view that this edit should be reverted i would invite anyone to revisit articles written about the following pairs of jurists. a. benjamin cardozo a. learned hand b. john marshall harlan b. john marshall harlan iithe question becomes would the current version of the wikipedia article about any one of them or either pair be improved by academic credentials in the introductory paragraph? i think not.perhaps it helps to repeat a wry argument kathleen sullivan of stanford law makes when she suggests that some on the harvard law faculty wonder how antonin scalia avoided learning what others have managed to grasp about the processes of judging? i would hope this anecdote gently illustrates the point. less humorous but an even stronger argument is the one clarence thomas makes when he mentions wanting to return his law degree to yale.at a minimum im questioning this edit? it deserves to be reconsidered. ,0
12008,modi ji nation with you. please go ahead and take remarkable decisions to build our nation as a vishwaguru.,1
12009,section subdivisions should be more than a list. i hate to complain about a problem rather than just fix the problem but i really dont know enough about biology to be productive here.the problem i read eudicots rosids and asterids. although each article lists some representative species i the reader have no understanding what criteria was used to subdivide eudicots into rosids and asterids and others. why is one plant a rosid but not an asterid? these articles read as though plant life is subdivided arbitrarily though i suspect the subdivision is somewhat rational. my intuition tells me that there must be some expressible meaningful distinction between these subgroups.the proposal is there some way to describe the grouping here? i propose a brief summary of the characteristics which divide rosids and asterids. i think this summary should be a list of differences each difference taking this form rosids feature x. in contrast asterids feature y.thanks ...,0
12010,hello january you keep vandalizing articles while adding misleading edit summaries. . please stop doing this. it doesnt help build an encyclopedia and wastes other peoples time. since you repeatedly and selectively remove messages from your talk page i dont know how many warnings you have already received. i will thus consider this to be your third warning and report you next time you vandalize an article. thank you for understanding. talk,0
12011, ramayana stamps released by pm modi ,1
12012,heres a good pic of her showing off her engagement ring ,0
12013,i voted for the bjp in with the hope that jobs would be created agriculture would prosper. but those two were better in manmohan singh govt itself. i will never ever vote for the bjp?,1
